期号,总销售额,红球,蓝球,一等奖省份
2022022,374172850,"01,07,11,15,17,19",06,"北京1注,河北1注,江苏3注,浙江1注,湖北1注,四川1注,宁夏1注,共9注。"
2022021,413793268,"03,07,22,24,26,31",14,"江西1注,广东15注,共16注。"
2022020,376104336,"09,11,14,22,30,32",01,"浙江1注,共1注。"
2022019,374092592,"05,06,14,20,21,25",08,"上海1注,江苏1注,浙江2注,江西1注,广东6注,贵州1注,云南1注,共13注。"
2022018,392699896,"07,11,16,17,30,32",16,"天津1注,湖南1注,共2注。"
2022017,367332144,"06,09,24,29,30,32",07,"北京2注,河北1注,贵州1注,甘肃1注,共5注。"
2022016,370604868,"05,10,19,20,29,31",14,"河北2注,江苏2注,山东2注,湖北4注,湖南2注,广东1注,四川2注,共15注。"
2022015,387014176,"06,14,16,27,28,31",07,"浙江2注,山东2注,湖北1注,广东1注,广西1注,云南1注,新疆1注,共9注。"
2022014,353937416,"06,07,13,14,15,27",04,"河北1注,辽宁1注,上海1注,浙江1注,安徽1注,福建1注,广西1注,共7注。"
2022013,376000418,"02,03,04,07,10,18",15,"山东1注,重庆1注,共2注。"
2022012,432967098,"04,07,08,29,30,31",01,"内蒙古2注,黑龙江1注,浙江2注,福建1注,湖南1注,广东2注,共9注。"
2022011,379627650,"06,15,23,24,25,33",15,"河北1注,辽宁1注,吉林1注,深圳1注,共4注。"
2022010,403819420,"12,18,19,20,21,32",15,"北京1注,内蒙古1注,江苏1注,湖北1注,云南1注,陕西1注,新疆1注,共7注。"
2022009,381172430,"04,15,17,19,25,28",16,"甘肃1注,共1注。"
2022008,377713752,"02,03,07,09,20,21",13,"福建1注,广东1注,四川1注,共3注。"
2022007,417998504,"01,20,22,23,25,28",16,"广东3注,共3注。"
2022006,389820756,"03,06,09,15,22,31",02,"河北3注,安徽1注,四川2注,新疆1注,共7注。"
2022005,388503758,"07,10,12,16,19,31",16,"北京1注,湖北1注,共2注。"
2022004,441401912,"05,19,24,28,30,32",14,"山西1注,江苏2注,河南1注,广东2注,广西1注,云南2注,共9注。"
2022003,410382612,"02,05,16,17,18,30",06,"河北1注,江苏2注,湖南1注,海南1注,四川1注,云南1注,共7注。"
2022002,408646714,"02,12,21,23,25,31",08,"天津1注,河北2注,浙江2注,江西1注,河南1注,云南1注,深圳1注,共9注。"
2022001,447434510,"06,13,15,17,20,21",03,"江苏1注,浙江1注,湖南1注,四川1注,共4注。"
2021150,456402254,"09,14,20,21,24,26",04,"北京1注,河北1注,安徽25注,福建1注,江西1注,重庆1注,河南1注,广西1注,贵州1注,陕西1注,新疆2注,深圳1注,共37注。其中一等奖特别奖为：北京1注,河北1注,安徽25注,重庆1注,河南1注,新疆2注。"
2021149,425925826,"05,10,15,18,19,32",05,"内蒙古1注,上海1注,浙江3注,深圳3注,共8注。其中一等奖特别奖为：内蒙古1注,浙江1注。"
2021148,459686850,"10,12,15,17,19,20",08,"辽宁1注,江西1注,湖南1注,广西2注,海南1注,四川1注,贵州1注,共8注。其中一等奖特别奖为：江西1注,广西2注,海南1注,四川1注。"
2021147,457370132,"05,10,11,13,27,28",09,"北京2注,河北1注,辽宁2注,黑龙江1注,江苏2注,福建1注,河南1注,湖北1注,云南1注,深圳1注,共13注。其中一等奖特别奖为：北京2注,河北1注,辽宁2注,黑龙江1注,江苏2注,福建1注,云南1注。"
2021146,480619582,"07,09,21,22,26,32",03,"内蒙古1注,江苏1注,浙江1注,河南1注,湖南1注,深圳1注,共6注。其中一等奖特别奖为：浙江1注,湖南1注。"
2021145,517254362,"04,07,10,14,16,26",09,"吉林1注,上海2注,江苏1注,安徽1注,江西1注,重庆3注,河南1注,共10注。其中一等奖特别奖为：上海2注,安徽1注。"
2021144,483556078,"02,05,13,15,23,26",07,"辽宁1注,上海1注,浙江1注,湖南1注,广东1注,共5注。其中一等奖特别奖为：浙江1注,湖南1注。"
2021143,475857912,"01,09,11,13,20,29",09,"辽宁1注,上海1注,浙江2注,安徽32注,山东1注,广东3注,贵州1注,共41注。其中一等奖特别奖为：辽宁1注,浙江1注,安徽32注,山东1注,广东2注,贵州1注。"
2021142,509166454,"04,07,17,19,20,24",16,"辽宁2注,黑龙江1注,河南1注,广东1注,云南1注,新疆1注,深圳1注,共8注。其中一等奖特别奖为：河南1注,广东1注,云南1注,深圳1注。"
2021141,483132724,"01,14,19,23,26,30",10,"河北2注,福建1注,江西2注,湖北1注,甘肃1注,共7注。其中一等奖特别奖为：河北2注,福建1注,湖北1注,甘肃1注。"
2021140,479975520,"05,10,16,26,27,33",01,"河北1注,山西1注,内蒙古1注,浙江1注,重庆9注,河南1注,湖北1注,四川3注,云南1注,青海1注,共20注。其中一等奖特别奖为：重庆5注,四川2注,云南1注,青海1注。"
2021139,531219172,"12,14,19,23,24,27",01,"河北1注,辽宁1注,江苏5注,重庆1注,广东2注,四川2注,云南1注,陕西1注,共14注。其中一等奖特别奖为：河北1注,江苏5注,重庆1注,四川2注,云南1注,陕西1注。"
2021138,486491502,"11,14,15,16,27,32",09,"河北1注,吉林1注,山东2注,重庆1注,河南1注,广东7注,广西1注,四川2注,云南2注,新疆2注,共20注。其中一等奖特别奖为：河北1注,吉林1注,山东1注,重庆1注,广东7注,四川1注,云南2注,新疆2注。"
2021137,474456734,"03,07,10,14,21,24",01,"北京2注,辽宁1注,浙江1注,安徽3注,福建1注,重庆1注,四川2注,贵州4注,陕西3注,深圳1注,共19注。其中一等奖特别奖为：安徽1注,重庆1注,四川2注,贵州4注,陕西3注。"
2021136,517068910,"02,06,09,15,19,28",16,"内蒙古2注,辽宁2注,浙江1注,安徽1注,山东2注,四川1注,云南1注,共10注。其中一等奖特别奖为：内蒙古2注,浙江1注,山东2注,四川1注。"
2021135,486663630,"03,10,17,19,21,31",04,"安徽1注,共1注。其中一等奖特别奖为：安徽1注。"
2021134,472467398,"01,02,16,19,25,31",08,"河北2注,上海1注,江苏1注,广东5注,云南2注,共11注。其中一等奖特别奖为：河北1注,上海1注,江苏1注,广东5注。"
2021133,511607016,"01,03,12,19,27,31",10,"吉林1注,黑龙江1注,浙江1注,江西3注,湖南1注,广东1注,陕西2注,宁夏2注,共12注。其中一等奖特别奖为：黑龙江1注,浙江1注,江西3注,湖南1注,广东1注,宁夏2注。"
2021132,490071244,"01,04,06,14,20,28",08,"河北1注,山东2注,湖北1注,海南1注,云南1注,共6注。其中一等奖特别奖为：山东2注,湖北1注。"
2021131,465860738,"08,11,18,19,20,24",01,"内蒙古1注,江苏1注,浙江1注,福建1注,广西1注,云南1注,共6注。其中一等奖特别奖为：江苏1注,浙江1注,福建1注。"
2021130,398037824,"08,09,15,24,26,30",06,"江苏3注,浙江2注,安徽1注,河南1注,湖南1注,广东1注,四川1注,云南2注,共12注。"
2021129,365299936,"04,15,21,27,28,29",10,"浙江1注,福建1注,广东1注,四川1注,陕西1注,共5注。"
2021128,349441520,"05,17,20,21,23,33",04,"内蒙古1注,湖南2注,共3注。"
2021127,365976552,"07,15,16,20,27,29",07,"上海1注,浙江1注,福建1注,江西1注,山东1注,广东2注,四川3注,共10注。"
2021126,358964852,"19,20,23,27,28,31",01,"山西1注,辽宁5注,共6注。"
2021125,354978672,"14,19,20,23,24,31",09,"内蒙古1注,上海1注,广东1注,甘肃1注,共4注。"
2021124,394848530,"01,03,18,22,29,32",02,"北京1注,江苏2注,福建2注,广东1注,深圳2注,共8注。"
2021123,366471258,"06,14,15,19,29,31",05,"河北1注,辽宁1注,山东1注,河南1注,湖北1注,湖南1注,共6注。"
2021122,360872924,"04,05,12,15,18,28",07,"北京1注,重庆1注,广东1注,贵州1注,云南1注,共5注。"
2021121,390361524,"04,05,12,16,22,30",15,"江苏1注,浙江1注,山东3注,甘肃2注,共7注。"
2021120,355518696,"01,07,08,12,13,18",05,"河北11注,山西1注,辽宁1注,吉林1注,黑龙江1注,浙江2注,山东1注,重庆2注,河南12注,湖北2注,广西1注,四川2注,陕西1注,甘肃1注,深圳1注,共40注。"
2021119,356935346,"03,09,10,11,28,29",13,"天津1注,辽宁1注,黑龙江1注,浙江1注,江西1注,重庆4注,湖北1注,湖南3注,广东1注,陕西1注,共15注。"
2021118,386079710,"02,06,14,18,20,31",13,"北京1注,浙江1注,山东1注,湖北1注,四川2注,共6注。"
2021117,358589610,"03,05,17,21,27,33",04,"安徽1注,河南2注,广东1注,贵州1注,云南5注,共10注。"
2021116,355338790,"06,14,17,18,31,33",06,"上海1注,安徽1注,广东1注,共3注。"
2021115,380172848,"02,10,12,15,24,27",08,"河北1注,内蒙古1注,福建1注,广东1注,云南1注,共5注。"
2021114,337378334,"04,06,08,14,24,27",02,"河北1注,山西2注,共3注。"
2021113,293434838,"04,07,10,22,27,30",02,"江苏1注,浙江1注,安徽1注,福建1注,江西1注,山东4注,广东1注,广西1注,四川1注,共12注。"
2021112,370338224,"05,06,21,25,28,33",07,"北京2注,河北1注,上海1注,江苏2注,浙江4注,安徽3注,福建1注,广东2注,广西1注,四川2注,贵州1注,陕西1注,深圳1注,共22注。"
2021111,358360092,"17,20,22,23,26,28",06,"河北1注,河南1注,广东1注,共3注。"
2021110,394569218,"10,13,15,24,31,32",02,"浙江1注,山东1注,四川1注,云南1注,陕西1注,共5注。"
2021109,366715360,"02,03,10,17,20,26",16,"内蒙古1注,黑龙江1注,福建1注,广东1注,共4注。"
2021108,339998838,"11,15,18,24,26,32",09,"福建1注,山东3注,重庆1注,共5注。"
2021107,367139964,"02,03,17,19,25,30",01,"天津1注,浙江2注,山东1注,湖北2注,广东1注,共7注。"
2021106,364122996,"01,04,07,14,30,31",03,"河北1注,浙江1注,福建1注,江西1注,山东1注,湖南2注,共7注。"
2021105,357292170,"10,14,15,22,27,32",09,"辽宁1注,浙江2注,山东1注,重庆2注,河南1注,湖北1注,新疆1注,共9注。"
2021104,397369092,"01,07,17,20,22,28",15,"安徽1注,山东1注,湖南3注,深圳1注,共6注。"
2021103,369736978,"10,13,15,25,29,30",15,"山东1注,广东1注,共2注。"
2021102,357853464,"05,09,15,24,27,30",09,"河北1注,山西1注,内蒙古1注,江苏1注,浙江16注,山东1注,河南3注,湖北2注,湖南1注,广东2注,贵州1注,云南1注,陕西1注,宁夏1注,深圳1注,共34注。"
2021101,393612094,"02,04,12,22,29,31",01,"河北1注,江苏1注,福建1注,江西1注,河南1注,四川1注,共6注。"
2021100,364068238,"07,09,12,13,14,29",16,"湖南1注,贵州4注,云南1注,陕西2注,共8注。"
2021099,353159630,"09,11,17,18,20,27",15,"福建1注,重庆5注,湖北1注,共7注。"
2021098,390403928,"01,10,13,18,26,32",05,"山西1注,浙江1注,安徽1注,湖北1注,共4注。"
2021097,355020594,"03,11,12,13,25,28",12,"辽宁20注,吉林2注,上海1注,浙江3注,安徽1注,福建1注,山东2注,重庆6注,湖北3注,湖南1注,广东2注,海南1注,四川1注,新疆1注,共45注。"
2021096,349161898,"01,07,11,14,15,26",11,"山西1注,辽宁1注,黑龙江1注,浙江2注,安徽1注,福建1注,河南1注,四川1注,云南1注,甘肃1注,新疆1注,深圳1注,共13注。"
2021095,384516464,"08,12,17,24,27,28",13,"江西1注,山东1注,云南1注,新疆1注,共4注。"
2021094,353340702,"09,11,24,25,28,33",15,"浙江1注,共1注。"
2021093,346398722,"05,11,15,23,28,33",03,"山西1注,黑龙江1注,山东2注,云南1注,共5注。"
2021092,382276564,"02,07,08,10,12,31",03,"河北2注,山东1注,广东1注,共4注。"
2021091,352636492,"04,06,16,24,26,33",16,"天津1注,江苏1注,浙江1注,福建1注,共4注。"
2021090,340567382,"05,06,12,14,27,28",08,"河北1注,辽宁1注,吉林1注,上海1注,江苏1注,浙江2注,安徽2注,福建1注,山东2注,湖北2注,湖南1注,广东1注,四川2注,云南1注,共19注。"
2021089,378094626,"01,02,07,13,23,24",12,"河北16注,上海1注,重庆15注,河南4注,四川11注,云南1注,新疆2注,深圳1注,共51注。"
2021088,339080722,"04,12,15,16,19,26",06,"山西1注,辽宁1注,上海1注,江苏2注,安徽1注,山东1注,共7注。"
2021087,335386836,"02,13,16,19,23,24",04,"河北1注,黑龙江1注,福建1注,江西1注,山东3注,湖北1注,广东1注,陕西1注,共10注。"
2021086,363965626,"06,08,10,14,28,29",01,"四川1注,共1注。"
2021085,343883552,"05,06,07,11,14,20",02,"安徽1注,福建1注,广东1注,广西1注,共4注。"
2021084,338765612,"05,07,09,11,21,28",01,"河北10注,辽宁1注,吉林1注,江西1注,山东2注,重庆1注,河南1注,湖南1注,广东1注,云南2注,共21注。"
2021083,367542044,"04,09,11,25,28,33",04,"北京1注,河北1注,山西1注,辽宁1注,江苏1注,浙江1注,江西1注,山东4注,河南1注,湖北1注,湖南1注,广东4注,四川2注,云南3注,陕西2注,共25注。"
2021082,344368726,"03,06,11,13,26,32",05,"天津1注,上海2注,江苏1注,云南1注,陕西1注,深圳1注,共7注。"
2021081,344437194,"01,03,05,18,22,23",01,"内蒙古1注,福建1注,云南1注,陕西1注,共4注。"
2021080,376533622,"05,08,22,23,24,29",09,"内蒙古3注,上海3注,山东2注,重庆1注,广东1注,云南2注,共12注。"
2021079,345574370,"01,03,10,24,28,29",13,"江苏1注,浙江1注,福建2注,湖南1注,广东3注,共8注。"
2021078,341551308,"04,06,15,26,27,31",12,"浙江1注,安徽1注,广东3注,陕西1注,共6注。"
2021077,377616968,"08,15,17,25,27,30",10,"内蒙古1注,吉林2注,江苏2注,福建1注,山东3注,湖北1注,湖南1注,广东1注,陕西1注,共13注。"
2021076,347734992,"03,09,21,23,30,32",06,"安徽2注,云南1注,新疆1注,共4注。"
2021075,347517338,"12,15,16,21,22,29",01,"江苏1注,陕西1注,共2注。"
2021074,382266836,"04,05,09,14,25,27",07,"河北1注,辽宁2注,江苏1注,山东2注,湖北1注,广西4注,四川1注,陕西1注,深圳1注,共14注。"
2021073,353932932,"01,06,18,22,24,25",08,"重庆1注,湖北2注,云南1注,共4注。"
2021072,351515940,"01,09,15,16,19,21",15,"辽宁1注,浙江2注,共3注。"
2021071,384399388,"01,07,24,31,32,33",08,"上海1注,江苏1注,浙江1注,福建1注,四川1注,西藏1注,共6注。"
2021070,356032100,"01,05,11,15,16,29",15,"江苏1注,浙江1注,河南3注,广西1注,共6注。"
2021069,348547620,"06,11,18,20,23,26",05,"北京1注,上海1注,江苏1注,浙江1注,新疆1注,共5注。"
2021068,381950996,"04,14,18,24,31,32",15,"北京1注,江苏1注,浙江1注,重庆1注,广东1注,四川1注,贵州1注,共7注。"
2021067,352986918,"01,11,19,23,25,29",09,"河北1注,黑龙江1注,安徽1注,广东1注,新疆2注,共6注。"
2021066,343529368,"02,06,19,26,30,33",15,"山西2注,辽宁1注,重庆5注,广东1注,贵州1注,云南1注,宁夏2注,新疆1注,共14注。"
2021065,362527724,"01,04,08,19,29,33",16,"河南1注,广西1注,陕西1注,共3注。"
2021064,353338262,"04,06,08,15,16,18",16,"内蒙古1注,黑龙江1注,浙江1注,山东1注,共4注。"
2021063,370142008,"04,05,06,09,23,24",09,"北京3注,辽宁2注,黑龙江1注,江苏1注,浙江1注,安徽1注,山东1注,湖北1注,广东1注,云南2注,深圳2注,共16注。"
2021062,405763536,"12,13,15,20,22,25",10,"上海1注,浙江1注,安徽1注,山东1注,四川1注,甘肃1注,共6注。"
2021061,376779952,"04,09,12,18,20,23",01,"上海1注,山东1注,广东1注,深圳1注,共4注。"
2021060,365484344,"10,11,17,20,29,30",15,"内蒙古2注,吉林1注,浙江2注,陕西1注,共6注。"
2021059,407754588,"01,09,11,18,32,33",14,"广东1注,共1注。"
2021058,382666074,"09,11,13,18,19,28",14,"河北1注,安徽1注,广西2注,新疆1注,共5注。"
2021057,379559152,"05,06,09,17,25,33",16,"河北1注,上海1注,山东1注,河南1注,广东2注,共6注。"
2021056,410076324,"08,21,22,23,29,32",01,"北京1注,辽宁1注,江苏1注,安徽1注,山东1注,河南1注,广东1注,广西1注,四川1注,甘肃1注,共10注。"
2021055,376647950,"03,11,12,16,22,28",10,"北京2注,河北4注,上海1注,浙江4注,安徽4注,福建1注,河南7注,广东2注,四川1注,贵州2注,云南1注,共29注。"
2021054,371689954,"07,13,21,22,24,31",02,"广东1注,广西1注,陕西1注,深圳1注,共4注。"
2021053,398009388,"07,10,14,16,24,33",16,"辽宁1注,山东1注,陕西1注,共3注。"
2021052,376039676,"03,04,06,19,21,30",14,"浙江1注,共1注。"
2021051,377624458,"08,09,10,19,27,29",15,"浙江1注,福建1注,山东1注,广东4注,云南1注,陕西2注,共10注。"
2021050,403433980,"02,09,10,16,25,28",08,"北京1注,山西2注,内蒙古2注,辽宁3注,浙江4注,福建1注,山东2注,重庆1注,河南1注,湖南1注,广东1注,宁夏3注,共22注。"
2021049,375111072,"04,11,13,22,25,32",01,"内蒙古3注,山东1注,共4注。"
2021048,339198590,"04,15,17,22,29,32",03,"河北1注,浙江1注,共2注。"
2021047,367123752,"03,07,13,16,24,29",01,"山西1注,山东1注,河南1注,湖北1注,广东1注,共5注。"
2021046,377425810,"05,09,13,21,28,33",06,"山西1注,内蒙古5注,浙江1注,安徽1注,山东2注,广东5注,四川5注,贵州1注,云南1注,陕西2注,共24注。"
2021045,377279966,"01,04,14,15,17,32",02,"浙江1注,湖北2注,云南2注,西藏1注,共6注。"
2021044,418973684,"05,07,14,17,26,28",13,"广西5注,共5注。"
2021043,389948810,"02,03,17,18,23,24",01,"河北1注,黑龙江1注,福建1注,共3注。"
2021042,382918124,"05,09,10,22,25,27",08,"山西3注,内蒙古1注,吉林1注,江苏1注,浙江4注,安徽1注,河南1注,湖北1注,湖南1注,广西3注,贵州1注,陕西3注,甘肃2注,宁夏1注,新疆2注,共26注。"
2021041,415676146,"02,09,18,23,26,32",14,"北京3注,天津1注,河北1注,内蒙古1注,辽宁2注,黑龙江2注,上海1注,江苏2注,浙江2注,福建1注,江西1注,山东7注,重庆4注,河南3注,湖北1注,广东4注,广西2注,四川6注,云南2注,陕西2注,甘肃2注,宁夏1注,新疆2注,深圳1注,共54注。"
2021040,385858982,"02,06,07,24,28,29",16,"河北2注,山西1注,浙江1注,安徽1注,湖北1注,共6注。"
2021039,377513042,"02,08,21,24,29,31",13,"江苏1注,重庆1注,广东1注,四川4注,共7注。"
2021038,401665288,"05,07,09,16,18,27",06,"辽宁2注,黑龙江2注,安徽1注,福建1注,山东1注,河南1注,广东4注,广西2注,海南1注,陕西15注,青海1注,新疆1注,共32注。"
2021037,374416372,"13,17,19,24,26,30",12,"内蒙古1注,黑龙江1注,安徽1注,广东2注,四川2注,共7注。"
2021036,365524430,"01,02,06,11,21,26",11,"天津1注,河北1注,内蒙古1注,福建2注,山东1注,海南2注,四川1注,云南1注,陕西1注,新疆1注,共12注。"
2021035,382205894,"12,14,18,20,26,28",11,"河北1注,辽宁1注,上海1注,河南1注,广东2注,深圳1注,共7注。"
2021034,377894218,"04,10,12,18,23,25",01,"广东1注,四川1注,贵州2注,深圳1注,共5注。"
2021033,378842354,"02,12,13,14,31,33",06,"辽宁1注,浙江1注,深圳5注,共7注。"
